,,,29-1127,Speech-Language Pathologists,,,,,
,,,29-1128,Exercise Physiologists,,,,,
,,,29-1129,"Therapists, All Other",,,,,
,,29-1130,,Veterinarians,,,,,
,,,29-1131,Veterinarians,,,,,
,,29-1140,,Registered Nurses,,,,,
,,,29-1141,Registered Nurses,,,,,
,,29-1150,,Nurse Anesthetists,,,,,
,,,29-1151,Nurse Anesthetists,,,,,
,,29-1160,,Nurse Midwives,,,,,
,,,29-1161,Nurse Midwives,,,,,
,,29-1170,,Nurse Practitioners,,,,,
,,,29-1171,Nurse Practitioners,,,,,
,,29-1180,,Audiologists,,,,,
,,,29-1181,Audiologists,,,,,
,,29-1190,,Miscellaneous Health Diagnosing and Treating Practitioners,,,,,
,,,29-1199,"Health Diagnosing and Treating Practitioners, All Other",,,,,
,29-2000,,,Health Technologists and Technicians,,,,,
,,29-2010,,Clinical Laboratory Technologists and Technicians,,,,,
,,,29-2011,Medical and Clinical Laboratory Technologists,,,,,
,,,29-2012,Medical and Clinical Laboratory Technicians,,,,,
,,29-2020,,Dental Hygienists,,,,,
,,,29-2021,Dental Hygienists,,,,,
,,29-2030,,Diagnostic Related Technologists and Technicians,,,,,
,,,29-2031,Cardiovascular Technologists and Technicians,,,,,
,,,29-2032,Diagnostic Medical Sonographers,,,,,
,,,29-2033,Nuclear Medicine Technologists,,,,,
,,,29-2034,Radiologic Technologists ,,,,,
,,,29-2035 ,Magnetic Resonance Imaging Technologists,,,,,
,,29-2040,,Emergency Medical Technicians and Paramedics,,,,,
,,,29-2041,Emergency Medical Technicians and Paramedics,,,,,
,,29-2050,,Health Practitioner Support Technologists and Technicians,,,,,
,,,29-2051,Dietetic Technicians,,,,,
,,,29-2052,Pharmacy Technicians,,,,,
,,,29-2053,Psychiatric Technicians,,,,,
,,,29-2054,Respiratory Therapy Technicians,,,,,
,,,29-2055,Surgical Technologists,,,,,
,,,29-2056,Veterinary Technologists and Technicians,,,,,
,,,29-2057,Ophthalmic Medical Technicians,,,,,
,,29-2060,,Licensed Practical and Licensed Vocational Nurses,,,,,
,,,29-2061,Licensed Practical and Licensed Vocational Nurses,,,,,
,,29-2070,,Medical Records and Health Information Technicians,,,,,
,,,29-2071,Medical Records and Health Information Technicians,,,,,
,,29-2080,,"Opticians, Dispensing",,,,,
,,,29-2081,"Opticians, Dispensing",,,,,
,,29-2090,,Miscellaneous Health Technologists and Technicians,,,,,
,,,29-2091,Orthotists and Prosthetists,,,,,
,,,29-2092,Hearing Aid Specialists,,,,,
,,,29-2099,"Health Technologists and Technicians, All Other",,,,,
,29-9000,,,Other Healthcare Practitioners and Technical Occupations,,,,,
,,29-9010,,Occupational Health and Safety Specialists and Technicians,,,,,
,,,29-9011,Occupational Health and Safety Specialists,,,,,
,,,29-9012,Occupational Health and Safety Technicians,,,,,
,,29-9090,,Miscellaneous Health Practitioners and Technical Workers,,,,,
,,,29-9091,Athletic Trainers,,,,,
,,,29-9092,Genetic Counselors,,,,,
,,,29-9099,"Healthcare Practitioners and Technical Workers, All Other",,,,,
31-0000,,,,Healthcare Support Occupations,,,,,
,31-1000,,,"Nursing, Psychiatric, and Home Health Aides",,,,,
,,31-1010,,"Nursing, Psychiatric, and Home Health Aides",,,,,
,,,31-1011,Home Health Aides,,,,,
,,,31-1013,Psychiatric Aides,,,,,
,,,31-1014,Nursing Assistants,,,,,
,,,31-1015,Orderlies,,,,,
,31-2000,,,Occupational Therapy and Physical Therapist Assistants and Aides,,,,,
,,31-2010,,Occupational Therapy Assistants and Aides,,,,,
,,,31-2011,Occupational Therapy Assistants,,,,,
,,,31-2012,Occupational Therapy Aides,,,,,
,,31-2020,,Physical Therapist Assistants and Aides,,,,,
,,,31-2021,Physical Therapist Assistants,,,,,
,,,31-2022,Physical Therapist Aides,,,,,
,31-9000,,,Other Healthcare Support Occupations,,,,,
,,31-9010,,Massage Therapists,,,,,
,,,31-9011,Massage Therapists,,,,,
,,31-9090,,Miscellaneous Healthcare Support Occupations,,,,,
,,,31-9091,Dental Assistants,,,,,
,,,31-9092,Medical Assistants,,,,,
,,,31-9093,Medical Equipment Preparers,,,,,
,,,31-9094,Medical Transcriptionists,,,,,
,,,31-9095,Pharmacy Aides,,,,,
,,,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,,,,,
,,,31-9097,Phlebotomists,,,,,
,,,31-9099,"Healthcare Support Workers, All Other",,,,,
33-0000,,,,Protective Service Occupations,,,,,
,33-1000,,,Supervisors of Protective Service Workers,,,,,
,,33-1010,,First-Line Supervisors of Law Enforcement Workers,,,,,
,,,33-1011,First-Line Supervisors of Correctional Officers,,,,,
,,,33-1012,First-Line Supervisors of Police and Detectives,,,,,
,,33-1020,,First-Line Supervisors of Fire Fighting and Prevention Workers,,,,,
,,,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,,,,,
,,33-1090,,"Miscellaneous First-Line Supervisors, Protective Service Workers",,,,,
,,,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,,,,
,33-2000,,,Fire Fighting and Prevention Workers,,,,,
,,33-2010,,Firefighters,,,,,
,,,33-2011,Firefighters,,,,,
,,33-2020,,Fire Inspectors,,,,,
,,,33-2021,Fire Inspectors and Investigators,,,,,
,,,33-2022,Forest Fire Inspectors and Prevention Specialists,,,,,
,33-3000,,,Law Enforcement Workers,,,,,
,,33-3010,,"Bailiffs, Correctional Officers, and Jailers",,,,,
,,,33-3011,Bailiffs,,,,,
,,,33-3012,Correctional Officers and Jailers,,,,,
,,33-3020,,Detectives and Criminal Investigators,,,,,
,,,33-3021,Detectives and Criminal Investigators,,,,,
,,33-3030,,Fish and Game Wardens,,,,,
,,,33-3031,Fish and Game Wardens,,,,,
,,33-3040,,Parking Enforcement Workers,,,,,
,,,33-3041,Parking Enforcement Workers,,,,,
,,33-3050,,Police Officers,,,,,
,,,33-3051,Police and Sheriff's Patrol Officers,,,,,
,,,33-3052,Transit and Railroad Police,,,,,
,33-9000,,,Other Protective Service Workers,,,,,
,,33-9010,,Animal Control Workers,,,,,
,,,33-9011,Animal Control Workers,,,,,
,,33-9020,,Private Detectives and Investigators,,,,,
,,,33-9021,Private Detectives and Investigators,,,,,
,,33-9030,,Security Guards and Gaming Surveillance Officers,,,,,
,,,33-9031,Gaming Surveillance Officers and Gaming Investigators,,,,,
,,,33-9032,Security Guards,,,,,
,,33-9090,,Miscellaneous Protective Service Workers,,,,,
,,,33-9091,Crossing Guards,,,,,
,,,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",,,,,
,,,33-9093 ,Transportation Security Screeners,,,,,
,,,33-9099,"Protective Service Workers, All Other",,,,,
35-0000,,,,Food Preparation and Serving Related Occupations,,,,,
,35-1000,,,Supervisors of Food Preparation and Serving Workers,,,,,
,,35-1010,,Supervisors of Food Preparation and Serving Workers,,,,,
,,,35-1011,Chefs and Head Cooks,,,,,
,,,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,,,,,
,35-2000,,,Cooks and Food Preparation Workers,,,,,
,,35-2010,,Cooks,,,,,
,,,35-2011,"Cooks, Fast Food",,,,,
,,,35-2012,"Cooks, Institution and Cafeteria",,,,,
,,,35-2013,"Cooks, Private Household",,,,,
,,,35-2014,"Cooks, Restaurant",,,,,
,,,35-2015,"Cooks, Short Order",,,,,
,,,35-2019,"Cooks, All Other",,,,,
,,35-2020,,Food Preparation Workers,,,,,
,,,35-2021,Food Preparation Workers,,,,,
,35-3000,,,Food and Beverage Serving Workers,,,,,
,,35-3010,,Bartenders,,,,,
,,,35-3011,Bartenders,,,,,
,,35-3020,,Fast Food and Counter Workers,,,,,
,,,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",,,,,
,,,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",,,,,
,,35-3030,,Waiters and Waitresses,,,,,
,,,35-3031,Waiters and Waitresses,,,,,
,,35-3040,,"Food Servers, Nonrestaurant",,,,,
,,,35-3041,"Food Servers, Nonrestaurant",,,,,
,35-9000,,,Other Food Preparation and Serving Related Workers,,,,,
,,35-9010,,Dining Room and Cafeteria Attendants and Bartender Helpers,,,,,
,,,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,,,,,
,,35-9020,,Dishwashers,,,,,
,,,35-9021,Dishwashers,,,,,
,,35-9030,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,,,,
,,,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,,,,
,,35-9090,,Miscellaneous Food Preparation and Serving Related Workers,,,,,
,,,35-9099,"Food Preparation and Serving Related Workers, All Other",,,,,
37-0000,,,,Building and Grounds Cleaning and Maintenance Occupations,,,,,
,37-1000,,,Supervisors of Building and Grounds Cleaning and Maintenance Workers,,,,,
,,37-1010,,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,,,,,
,,,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,,,,,
,,,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",,,,,
,37-2000,,,Building Cleaning and Pest Control Workers,,,,,
,,37-2010,,Building Cleaning Workers,,,,,
,,,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",,,,,
,,,37-2012,Maids and Housekeeping Cleaners,,,,,
,,,37-2019,"Building Cleaning Workers, All Other",,,,,
,,37-2020,,Pest Control Workers,,,,,
,,,37-2021,Pest Control Workers,,,,,
,37-3000,,,Grounds Maintenance Workers,,,,,
,,37-3010,,Grounds Maintenance Workers,,,,,
,,,37-3011,Landscaping and Groundskeeping Workers,,,,,
,,,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,,,,
,,,37-3013,Tree Trimmers and Pruners,,,,,
,,,37-3019,"Grounds Maintenance Workers, All Other",,,,,
39-0000,,,,Personal Care and Service Occupations,,,,,
,39-1000,,,Supervisors of Personal Care and Service Workers,,,,,
,,39-1010,,First-Line Supervisors of Gaming Workers,,,,,
,,,39-1011,Gaming Supervisors,,,,,
,,,39-1012,Slot Supervisors,,,,,
,,39-1020,,First-Line Supervisors of Personal Service Workers,,,,,
,,,39-1021,First-Line Supervisors of Personal Service Workers,,,,,
,39-2000,,,Animal Care and Service Workers,,,,,
,,39-2010,,Animal Trainers,,,,,
,,,39-2011,Animal Trainers,,,,,
,,39-2020,,Nonfarm Animal Caretakers,,,,,
,,,39-2021,Nonfarm Animal Caretakers,,,,,
,39-3000,,,Entertainment Attendants and Related Workers,,,,,
,,39-3010,,Gaming Services Workers,,,,,
,,,39-3011,Gaming Dealers,,,,,
,,,39-3012,Gaming and Sports Book Writers and Runners,,,,,
,,,39-3019,"Gaming Service Workers, All Other",,,,,
,,39-3020,,Motion Picture Projectionists,,,,,
,,,39-3021,Motion Picture Projectionists,,,,,
,,39-3030,,"Ushers, Lobby Attendants, and Ticket Takers",,,,,
,,,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",,,,,
,,39-3090,,Miscellaneous Entertainment Attendants and Related Workers,,,,,
,,,39-3091,Amusement and Recreation Attendants,,,,,
,,,39-3092,Costume Attendants,,,,,
,,,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",,,,,
,,,39-3099,"Entertainment Attendants and Related Workers, All Other",,,,,
,39-4000,,,Funeral Service Workers,,,,,
,,39-4010,,Embalmers,,,,,
,,,39-4011,Embalmers,,,,,
,,39-4020,,Funeral Attendants,,,,,
,,,39-4021,Funeral Attendants,,,,,
,,39-4030,,"Morticians, Undertakers, and Funeral Directors",,,,,
,,,39-4031,"Morticians, Undertakers, and Funeral Directors",,,,,
,39-5000,,,Personal Appearance Workers,,,,,
,,39-5010,,"Barbers, Hairdressers, Hairstylists and Cosmetologists",,,,,
,,,39-5011,Barbers,,,,,
,,,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",,,,,
,,39-5090,,Miscellaneous Personal Appearance Workers,,,,,
,,,39-5091,"Makeup Artists, Theatrical and Performance",,,,,
,,,39-5092,Manicurists and Pedicurists,,,,,
,,,39-5093,Shampooers,,,,,
,,,39-5094,Skincare Specialists,,,,,
,39-6000,,,"Baggage Porters, Bellhops, and Concierges",,,,,
,,39-6010,,"Baggage Porters, Bellhops, and Concierges",,,,,
,,,39-6011,Baggage Porters and Bellhops,,,,,
,,,39-6012,Concierges,,,,,
,39-7000,,,Tour and Travel Guides,,,,,
,,39-7010,,Tour and Travel Guides,,,,,
,,,39-7011,Tour Guides and Escorts,,,,,
,,,39-7012,Travel Guides,,,,,
,39-9000,,,Other Personal Care and Service Workers,,,,,
,,39-9010,,Childcare Workers,,,,,
,,,39-9011,Childcare Workers,,,,,
,,39-9020,,Personal Care Aides,,,,,
,,,39-9021,Personal Care Aides,,,,,
,,39-9030,,Recreation and Fitness Workers,,,,,
,,,39-9031,Fitness Trainers and Aerobics Instructors,,,,,
,,,39-9032,Recreation Workers,,,,,
,,39-9040,,Residential Advisors,,,,,
,,,39-9041,Residential Advisors,,,,,
,,39-9090,,Miscellaneous Personal Care and Service Workers,,,,,
,,,39-9099,"Personal Care and Service Workers, All Other",,,,,
41-0000,,,,Sales and Related Occupations,,,,,
,41-1000,,,Supervisors of Sales Workers,,,,,
,,41-1010,,First-Line Supervisors of Sales Workers,,,,,
,,,41-1011,First-Line Supervisors of Retail Sales Workers,,,,,
,,,41-1012,First-Line Supervisors of Non-Retail Sales Workers,,,,,
,41-2000,,,Retail Sales Workers,,,,,
,,41-2010,,Cashiers,,,,,
,,,41-2011,Cashiers,,,,,
,,,41-2012,Gaming Change Persons and Booth Cashiers,,,,,
,,41-2020,,Counter and Rental Clerks and Parts Salespersons,,,,,
,,,41-2021,Counter and Rental Clerks,,,,,
,,,41-2022,Parts Salespersons,,,,,
,,41-2030,,Retail Salespersons,,,,,
,,,41-2031,Retail Salespersons,,,,,
,41-3000,,,"Sales Representatives, Services",,,,,
,,41-3010,,Advertising Sales Agents,,,,,
,,,41-3011,Advertising Sales Agents,,,,,
,,41-3020,,Insurance Sales Agents,,,,,
,,,41-3021,Insurance Sales Agents,,,,,
,,41-3030,,"Securities, Commodities, and Financial Services Sales Agents",,,,,
,,,41-3031,"Securities, Commodities, and Financial Services Sales Agents",,,,,
,,41-3040,,Travel Agents,,,,,
,,,41-3041,Travel Agents,,,,,
,,41-3090,,"Miscellaneous Sales Representatives, Services",,,,,
,,,41-3099,"Sales Representatives, Services, All Other",,,,,
,41-4000,,,"Sales Representatives, Wholesale and Manufacturing",,,,,
,,41-4010,,"Sales Representatives, Wholesale and Manufacturing",,,,,
,,,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",,,,,
,,,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",,,,,
,41-9000,,,Other Sales and Related Workers,,,,,
,,41-9010,,"Models, Demonstrators, and Product Promoters",,,,,
,,,41-9011,Demonstrators and Product Promoters,,,,,
,,,41-9012,Models,,,,,
,,41-9020,,Real Estate Brokers and Sales Agents,,,,,
,,,41-9021,Real Estate Brokers,,,,,
,,,41-9022,Real Estate Sales Agents,,,,,
,,41-9030,,Sales Engineers,,,,,
,,,41-9031,Sales Engineers,,,,,
,,41-9040,,Telemarketers,,,,,
,,,41-9041,Telemarketers,,,,,
,,41-9090,,Miscellaneous Sales and Related Workers,,,,,
,,,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,,,,
,,,41-9099,"Sales and Related Workers, All Other",,,,,
43-0000,,,,Office and Administrative Support Occupations,,,,,
,43-1000,,,Supervisors of Office and Administrative Support Workers,,,,,
,,43-1010,,First-Line Supervisors of Office and Administrative Support Workers,,,,,
,,,43-1011,First-Line Supervisors of Office and Administrative Support Workers,,,,,
,43-2000,,,Communications Equipment Operators,,,,,
,,43-2010,,"Switchboard Operators, Including Answering Service",,,,,
,,,43-2011,"Switchboard Operators, Including Answering Service",,,,,
,,43-2020,,Telephone Operators,,,,,
,,,43-2021,Telephone Operators,,,,,
,,43-2090,,Miscellaneous Communications Equipment Operators,,,,,
,,,43-2099,"Communications Equipment Operators, All Other",,,,,
,43-3000,,,Financial Clerks,,,,,
,,43-3010,,Bill and Account Collectors,,,,,
,,,43-3011,Bill and Account Collectors,,,,,
,,43-3020,,Billing and Posting Clerks,,,,,
,,,43-3021,Billing and Posting Clerks,,,,,
,,43-3030,,"Bookkeeping, Accounting, and Auditing Clerks",,,,,
,,,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",,,,,
,,43-3040,,Gaming Cage Workers,,,,,
,,,43-3041,Gaming Cage Workers,,,,,
,,43-3050,,Payroll and Timekeeping Clerks,,,,,
,,,43-3051,Payroll and Timekeeping Clerks,,,,,
,,43-3060,,Procurement Clerks,,,,,
,,,43-3061,Procurement Clerks,,,,,
,,43-3070,,Tellers,,,,,
,,,43-3071,Tellers,,,,,
,,43-3090,,Miscellaneous Financial Clerks,,,,,
,,,43-3099 ,"Financial Clerks, All Other",,,,,
,43-4000,,,Information and Record Clerks,,,,,
,,43-4010,,Brokerage Clerks,,,,,
,,,43-4011,Brokerage Clerks,,,,,
,,43-4020,,Correspondence Clerks,,,,,
,,,43-4021,Correspondence Clerks,,,,,
,,43-4030,,"Court, Municipal, and License Clerks",,,,,
,,,43-4031,"Court, Municipal, and License Clerks",,,,,
,,43-4040,,"Credit Authorizers, Checkers, and Clerks",,,,,
,,,43-4041,"Credit Authorizers, Checkers, and Clerks",,,,,
,,43-4050,,Customer Service Representatives,,,,,
,,,43-4051,Customer Service Representatives,,,,,
,,43-4060,,"Eligibility Interviewers, Government Programs",,,,,
,,,43-4061,"Eligibility Interviewers, Government Programs",,,,,
,,43-4070,,File Clerks,,,,,
,,,43-4071,File Clerks,,,,,
,,43-4080,,"Hotel, Motel, and Resort Desk Clerks",,,,,
,,,43-4081,"Hotel, Motel, and Resort Desk Clerks",,,,,
,,43-4110,,"Interviewers, Except Eligibility and Loan",,,,,
,,,43-4111,"Interviewers, Except Eligibility and Loan",,,,,
,,43-4120,,"Library Assistants, Clerical",,,,,
,,,43-4121,"Library Assistants, Clerical",,,,,
,,43-4130,,Loan Interviewers and Clerks,,,,,
,,,43-4131,Loan Interviewers and Clerks,,,,,
,,43-4140,,New Accounts Clerks,,,,,
,,,43-4141,New Accounts Clerks,,,,,
,,43-4150,,Order Clerks,,,,,
,,,43-4151,Order Clerks,,,,,
,,43-4160,,"Human Resources Assistants, Except Payroll and Timekeeping",,,,,
,,,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",,,,,
,,43-4170,,Receptionists and Information Clerks,,,,,
,,,43-4171,Receptionists and Information Clerks,,,,,
,,43-4180,,Reservation and Transportation Ticket Agents and Travel Clerks,,,,,
,,,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,,,,,
,,43-4190,,Miscellaneous Information and Record Clerks,,,,,
,,,43-4199,"Information and Record Clerks, All Other",,,,,
,43-5000,,,"Material Recording, Scheduling, Dispatching, and Distributing Workers",,,,,
,,43-5010,,Cargo and Freight Agents,,,,,
,,,43-5011,Cargo and Freight Agents,,,,,
,,43-5020,,Couriers and Messengers,,,,,
,,,43-5021,Couriers and Messengers,,,,,
,,43-5030,,Dispatchers,,,,,
,,,43-5031,"Police, Fire, and Ambulance Dispatchers",,,,,
,,,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",,,,,
,,43-5040,,"Meter Readers, Utilities",,,,,
,,,43-5041,"Meter Readers, Utilities",,,,,
,,43-5050,,Postal Service Workers,,,,,
,,,43-5051,Postal Service Clerks,,,,,
,,,43-5052,Postal Service Mail Carriers,,,,,
,,,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",,,,,
,,43-5060,,"Production, Planning, and Expediting Clerks",,,,,
,,,43-5061,"Production, Planning, and Expediting Clerks",,,,,
,,43-5070,,"Shipping, Receiving, and Traffic Clerks",,,,,
,,,43-5071,"Shipping, Receiving, and Traffic Clerks",,,,,
,,43-5080,,Stock Clerks and Order Fillers,,,,,
,,,43-5081,Stock Clerks and Order Fillers,,,,,
,,43-5110,,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,,,,
,,,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,,,,
,43-6000,,,Secretaries and Administrative Assistants,,,,,
,,43-6010,,Secretaries and Administrative Assistants,,,,,
,,,43-6011,Executive Secretaries and Executive Administrative Assistants,,,,,
,,,43-6012,Legal Secretaries,,,,,
,,,43-6013,Medical Secretaries,,,,,
,,,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",,,,,
,43-9000,,,Other Office and Administrative Support Workers,,,,,
,,43-9010,,Computer Operators,,,,,
,,,43-9011,Computer Operators,,,,,
,,43-9020,,Data Entry and Information Processing Workers,,,,,
,,,43-9021,Data Entry Keyers,,,,,
,,,43-9022,Word Processors and Typists,,,,,
,,43-9030,,Desktop Publishers,,,,,
,,,43-9031,Desktop Publishers,,,,,
,,43-9040,,Insurance Claims and Policy Processing Clerks,,,,,
,,,43-9041,Insurance Claims and Policy Processing Clerks,,,,,
,,43-9050,,"Mail Clerks and Mail Machine Operators, Except Postal Service",,,,,
,,,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",,,,,
,,43-9060,,"Office Clerks, General",,,,,
,,,43-9061,"Office Clerks, General",,,,,
,,43-9070,,"Office Machine Operators, Except Computer",,,,,
,,,43-9071,"Office Machine Operators, Except Computer",,,,,
,,43-9080,,Proofreaders and Copy Markers,,,,,
,,,43-9081,Proofreaders and Copy Markers,,,,,
,,43-9110,,Statistical Assistants,,,,,
,,,43-9111,Statistical Assistants,,,,,
,,43-9190,,Miscellaneous Office and Administrative Support Workers,,,,,
,,,43-9199,"Office and Administrative Support Workers, All Other",,,,,
45-0000,,,,"Farming, Fishing, and Forestry Occupations",,,,,
,45-1000,,,"Supervisors of Farming, Fishing, and Forestry Workers",,,,,
,,45-1010,,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,,,,
,,,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,,,,
,45-2000,,,Agricultural Workers,,,,,
,,45-2010,,Agricultural Inspectors,,,,,
,,,45-2011,Agricultural Inspectors,,,,,
,,45-2020,,Animal Breeders,,,,,
,,,45-2021,Animal Breeders,,,,,
,,45-2040,,"Graders and Sorters, Agricultural Products",,,,,
,,,45-2041,"Graders and Sorters, Agricultural Products",,,,,
,,45-2090,,Miscellaneous Agricultural Workers,,,,,
,,,45-2091,Agricultural Equipment Operators,,,,,
,,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,,,,
,,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,,,
,,,45-2099,"Agricultural Workers, All Other",,,,,
,45-3000,,,Fishing and Hunting Workers,,,,,
,,45-3010,,Fishers and Related Fishing Workers,,,,,
,,,45-3011,Fishers and Related Fishing Workers,,,,,
,,45-3020,,Hunters and Trappers,,,,,
,,,45-3021,Hunters and Trappers,,,,,
,45-4000,,,"Forest, Conservation, and Logging Workers",,,,,
,,45-4010,,Forest and Conservation Workers,,,,,
,,,45-4011,Forest and Conservation Workers,,,,,
,,45-4020,,Logging Workers,,,,,
,,,45-4021,Fallers,,,,,
,,,45-4022,Logging Equipment Operators,,,,,
,,,45-4023,Log Graders and Scalers,,,,,
,,,45-4029,"Logging Workers, All Other",,,,,
47-0000,,,,Construction and Extraction Occupations,,,,,
,47-1000,,,Supervisors of Construction and Extraction Workers,,,,,
,,47-1010,,First-Line Supervisors of Construction Trades and Extraction Workers,,,,,
,,,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,,,,,
,47-2000,,,Construction Trades Workers,,,,,
,,47-2010,,Boilermakers,,,,,
,,,47-2011,Boilermakers,,,,,
,,47-2020,,"Brickmasons, Blockmasons, and Stonemasons",,,,,
,,,47-2021,Brickmasons and Blockmasons,,,,,
,,,47-2022,Stonemasons,,,,,
,,47-2030,,Carpenters,,,,,
,,,47-2031,Carpenters,,,,,
,,47-2040,,"Carpet, Floor, and Tile Installers and Finishers",,,,,
,,,47-2041,Carpet Installers,,,,,
,,,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",,,,,
,,,47-2043,Floor Sanders and Finishers,,,,,
,,,47-2044,Tile and Marble Setters,,,,,
,,47-2050,,"Cement Masons, Concrete Finishers, and Terrazzo Workers",,,,,
,,,47-2051,Cement Masons and Concrete Finishers,,,,,
,,,47-2053,Terrazzo Workers and Finishers,,,,,
,,47-2060,,Construction Laborers,,,,,
,,,47-2061,Construction Laborers,,,,,
,,47-2070,,Construction Equipment Operators,,,,,
,,,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",,,,,
,,,47-2072,Pile-Driver Operators,,,,,
,,,47-2073,Operating Engineers and Other Construction Equipment Operators,,,,,
,,47-2080,,"Drywall Installers, Ceiling Tile Installers, and Tapers",,,,,
,,,47-2081,Drywall and Ceiling Tile Installers,,,,,
,,,47-2082,Tapers,,,,,
,,47-2110,,Electricians,,,,,
,,,47-2111,Electricians,,,,,
,,47-2120,,Glaziers,,,,,
,,,47-2121,Glaziers,,,,,
,,47-2130,,Insulation Workers,,,,,
,,,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",,,,,
,,,47-2132,"Insulation Workers, Mechanical",,,,,
,,47-2140,,Painters and Paperhangers,,,,,
,,,47-2141,"Painters, Construction and Maintenance",,,,,
,,,47-2142,Paperhangers,,,,,
,,47-2150,,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",,,,,
,,,47-2151,Pipelayers,,,,,
,,,47-2152,"Plumbers, Pipefitters, and Steamfitters",,,,,
,,47-2160,,Plasterers and Stucco Masons,,,,,
,,,47-2161,Plasterers and Stucco Masons,,,,,
,,47-2170,,Reinforcing Iron and Rebar Workers,,,,,
,,,47-2171,Reinforcing Iron and Rebar Workers,,,,,
,,47-2180,,Roofers,,,,,
,,,47-2181,Roofers,,,,,
,,47-2210,,Sheet Metal Workers,,,,,
,,,47-2211,Sheet Metal Workers,,,,,
,,47-2220,,Structural Iron and Steel Workers,,,,,
,,,47-2221,Structural Iron and Steel Workers,,,,,
,,47-2230,,Solar Photovoltaic Installers,,,,,
,,,47-2231,Solar Photovoltaic Installers,,,,,
,47-3000,,,"Helpers, Construction Trades",,,,,
,,47-3010,,"Helpers, Construction Trades",,,,,
,,,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,,,,
,,,47-3012,Helpers--Carpenters,,,,,
,,,47-3013,Helpers--Electricians,,,,,
,,,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",,,,,
,,,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",,,,,
,,,47-3016,Helpers--Roofers,,,,,
,,,47-3019,"Helpers, Construction Trades, All Other",,,,,
,47-4000,,,Other Construction and Related Workers,,,,,
,,47-4010,,Construction and Building Inspectors,,,,,
,,,47-4011,Construction and Building Inspectors,,,,,
,,47-4020,,Elevator Installers and Repairers,,,,,
,,,47-4021,Elevator Installers and Repairers,,,,,
,,47-4030,,Fence Erectors,,,,,
,,,47-4031,Fence Erectors,,,,,
,,47-4040,,Hazardous Materials Removal Workers,,,,,
,,,47-4041,Hazardous Materials Removal Workers,,,,,
,,47-4050,,Highway Maintenance Workers,,,,,
,,,47-4051,Highway Maintenance Workers,,,,,
,,47-4060,,Rail-Track Laying and Maintenance Equipment Operators,,,,,
,,,47-4061,Rail-Track Laying and Maintenance Equipment Operators,,,,,
,,47-4070,,Septic Tank Servicers and Sewer Pipe Cleaners,,,,,
,,,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,,,,
,,47-4090,,Miscellaneous Construction and Related Workers,,,,,
,,,47-4091,Segmental Pavers,,,,,
